CAD Event Number,CAD Event Clearance Description,Call Type,Priority,Initial Call Type,Final Call Type,CAD Event Original Time Queued,CAD Event Arrived Time,Dispatch Precinct,Dispatch Sector,Dispatch Beat,Dispatch Longitude,Dispatch Latitude,Dispatch Reporting Area,CAD Event Response Category,Call Sign Dispatch ID,Call Sign Dispatch Time,First CARE Call Sign At Scene Time,First CARE Call Sign Dispatch Time,First Co-Response Call Sign At Scene Time,First Co-Response Call Sign Dispatch Time,First SPD Call Sign at Scene Time,First SPD Call Sign Dispatch Time,Last CARE Call Sign In-Service Time,Last Co-Response Call Sign In-Service Time,Last SPD Call Sign In-Service Time,CARE Call Sign Total Service Time (s),Co-Response Call Sign Total Service Time (s),SPD Call Sign Total Service Time (s),Call Sign Total Service Time (s),First CARE Call Sign Dispatch Delay Time (s),First CARE Call Sign Response Time (s),First Co-Response Call Sign Dispatch Delay Time (s),First Co-Response Call Sign Response Time (s),First SPD Call Sign Dispatch Delay Time (s),First SPD Call Sign Response Time (s),Call Sign Dispatch Delay Time (s),Call Sign Response Time (s),Call Sign at Scene Time,CAD Event First Response Time (s),Call Sign In-Service Time,Call Type Indicator,Dispatch Neighborhood,Call Type Received Classification
2024000208515,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",07/27/2024 12:17:44 PM,07/27/2024 12:50:04 PM,WEST,QUEEN,Q3,,,,SPD,20240002085159I,07/27/2024 12:50:04 PM,,,,,07/27/2024 12:50:04 PM,07/27/2024 12:50:04 PM,,,07/27/2024 07:15:44 PM,,,883449,23136,,,,,1940,1940,1940,1940,07/27/2024 12:50:04 PM,1940,07/27/2024 07:15:40 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000221653,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - CENTURYLINK STADIUM,ASSIST PUBLIC - OTHER (NON-SPECIFIED),08/08/2024 03:56:14 PM,08/08/2024 03:56:14 PM,WEST,KING,K2,,,,SPD,2024000221653T42,08/08/2024 03:56:14 PM,,,,,08/08/2024 03:56:14 PM,08/08/2024 03:56:14 PM,,,08/08/2024 10:29:56 PM,,,23622,23622,,,,,0,0,0,0,08/08/2024 03:56:14 PM,0,08/08/2024 10:29:56 PM,ONVIEW,-,OFFICER_GENERATED
2024000294100,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",10/16/2024 04:08:20 PM,10/16/2024 04:08:20 PM,UNKNOWN,OOJ,99,,,,SPD,2024000294100719,10/16/2024 04:08:20 PM,,,,,10/16/2024 04:08:20 PM,10/16/2024 04:08:20 PM,,,10/16/2024 10:19:05 PM,,,22245,22245,,,,,0,0,0,0,10/16/2024 04:08:20 PM,0,10/16/2024 10:19:05 PM,ONVIEW,-,OFFICER_GENERATED
2024000300401,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,10/23/2024 12:01:33 AM,10/23/2024 12:01:33 AM,NORTH,UNION,U3,,,,SPD,2024000300401V8373,10/23/2024 12:01:33 AM,,,,,10/23/2024 12:01:33 AM,10/23/2024 12:01:33 AM,,,10/23/2024 04:09:05 AM,,,14852,14852,,,,,0,0,0,0,10/23/2024 12:01:33 AM,0,10/23/2024 04:09:05 AM,ONVIEW,-,OFFICER_GENERATED
2024000118372,ASSISTANCE RENDERED,ONVIEW,9,OUT TO PRECINCT/STATION,OUT TO PRECINCT/STATION,05/01/2024 07:40:49 PM,05/01/2024 07:40:49 PM,NORTH,NORA,N3,,,,SPD,2024000118372DNCLK,05/01/2024 07:40:49 PM,,,,,05/01/2024 07:40:49 PM,05/01/2024 07:40:49 PM,,,05/01/2024 08:20:55 PM,,,2406,2406,,,,,0,0,0,0,05/01/2024 07:40:49 PM,0,05/01/2024 08:20:55 PM,ONVIEW,-,OFFICER_GENERATED
2024000148177,ASSISTANCE RENDERED,ONVIEW,9,STADIUM EVENT ASSIGNMENT,ASSIGNED DUTY - CENTURYLINK STADIUM,05/31/2024 11:22:10 PM,05/31/2024 11:22:10 PM,WEST,QUEEN,Q3,,,,SPD,2024000148177T2,05/31/2024 11:22:10 PM,,,,,05/31/2024 11:22:10 PM,05/31/2024 11:22:10 PM,,,06/01/2024 12:44:32 AM,,,4942,4942,,,,,0,0,0,0,05/31/2024 11:22:10 PM,0,06/01/2024 12:44:32 AM,ONVIEW,-,OFFICER_GENERATED
2024000281231,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",10/03/2024 03:35:06 PM,10/03/2024 03:35:06 PM,UNKNOWN,,C2,,,,SPD,2024000281231HBR2,10/03/2024 03:35:06 PM,,,,,10/03/2024 03:35:06 PM,10/03/2024 03:35:06 PM,,,10/03/2024 04:42:00 PM,,,4014,4014,,,,,0,0,0,0,10/03/2024 03:35:06 PM,0,10/03/2024 04:42:00 PM,ONVIEW,-,OFFICER_GENERATED
2025000028924,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",01/31/2025 10:15:31 AM,01/31/2025 10:15:31 AM,NORTH,LINCOLN,L2,,,,SPD,20250000289241J07,01/31/2025 10:15:31 AM,,,,,01/31/2025 10:15:31 AM,01/31/2025 10:15:31 AM,,,01/31/2025 02:38:18 PM,,,7775,7775,,,,,0,0,0,0,01/31/2025 10:15:31 AM,0,01/31/2025 02:38:18 PM,ONVIEW,-,OFFICER_GENERATED
2025000086826,ASSISTANCE RENDERED,ONVIEW,9,STADIUM EVENT ASSIGNMENT,ASSIGNED DUTY - CENTURYLINK STADIUM,04/01/2025 03:42:04 PM,04/01/2025 03:42:04 PM,WEST,KING,K2,,,,SPD,2025000086826102,04/01/2025 03:42:04 PM,,,,,04/01/2025 03:42:04 PM,04/01/2025 03:42:04 PM,,,04/01/2025 10:33:49 PM,,,24205,24205,,,,,0,0,0,0,04/01/2025 03:42:04 PM,0,04/01/2025 10:33:49 PM,ONVIEW,-,OFFICER_GENERATED
2024000325749,ASSISTANCE RENDERED,ONVIEW,9,PREPLANNED EVENT,ASSIST OTHER AGENCY - CITY AGENCY,11/17/2024 06:23:37 PM,11/17/2024 06:23:37 PM,WEST,KING,K1,,,,SPD,2024000325749POET3,11/17/2024 06:23:46 PM,,,,,11/17/2024 06:23:37 PM,11/17/2024 06:23:37 PM,,,11/17/2024 10:02:22 PM,,,203750,13116,,,,,0,0,9,3930,11/17/2024 07:29:07 PM,0,11/17/2024 10:02:22 PM,ONVIEW,-,OFFICER_GENERATED
2024000366264,ASSISTANCE RENDERED,ONVIEW,9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",12/31/2024 04:15:23 PM,12/31/2024 04:15:23 PM,WEST,QUEEN,Q3,,,,SPD,2024000366264T23,12/31/2024 06:27:49 PM,,,,,12/31/2024 04:15:23 PM,12/31/2024 04:15:23 PM,,,01/01/2025 02:31:16 AM,,,254042,29007,,,,,0,0,7946,7948,12/31/2024 06:27:51 PM,0,01/01/2025 02:31:16 AM,ONVIEW,-,OFFICER_GENERATED
2024000224488,NO POLICE ACTION POSSIBLE OR NECESSARY,ONVIEW,9,GAS/MAINTENANCE/WASH/GARAGE,GAS/MAINTENANCE/WASH/GARAGE,08/11/2024 04:40:53 AM,08/11/2024 04:40:53 AM,WEST,DAVID,D2,,,,SPD,20240002244881M09,08/11/2024 04:40:53 AM,,,,,08/11/2024 04:40:53 AM,08/11/2024 04:40:53 AM,,,08/11/2024 04:59:32 AM,,,1119,1119,,,,,0,0,0,0,08/11/2024 04:40:53 AM,0,08/11/2024 04:59:32 AM,ONVIEW,-,OFFICER_GENERATED
2024000225510,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,PRISONER ESCORT - BUSY CODE,08/12/2024 08:15:52 AM,08/12/2024 08:15:52 AM,NORTH,UNION,U1,,,,SPD,2024000225510V7411,08/12/2024 08:15:52 AM,,,,,08/12/2024 08:15:52 AM,08/12/2024 08:15:52 AM,,,08/12/2024 03:10:40 PM,,,24888,24888,,,,,0,0,0,0,08/12/2024 08:15:52 AM,0,08/12/2024 03:10:40 PM,ONVIEW,-,OFFICER_GENERATED
2024000285957,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - SEATTLE CENTER EVENT,ASSIGNED DUTY - SEATTLE CENTER EVENT,10/08/2024 01:43:28 PM,10/08/2024 01:43:28 PM,WEST,QUEEN,Q3,,,,SPD,2024000285957T42,10/08/2024 01:43:28 PM,,,,,10/08/2024 01:43:28 PM,10/08/2024 01:43:28 PM,,,10/08/2024 10:05:58 PM,,,30150,30150,,,,,0,0,0,0,10/08/2024 01:43:28 PM,0,10/08/2024 10:05:58 PM,ONVIEW,-,OFFICER_GENERATED
2025000077420,ASSISTANCE RENDERED,ONVIEW,9,PREPLANNED EVENT,TRAFFIC - TRAFFIC CONTROL (SPECIAL EVENTS),03/23/2025 05:25:22 AM,03/23/2025 05:25:22 AM,SOUTH,ROBERT,R3,,,,SPD,2025000077420T12,03/23/2025 05:40:06 AM,,,,,03/23/2025 05:25:22 AM,03/23/2025 05:25:22 AM,,,03/23/2025 03:07:08 PM,,,56534,34022,,,,,0,0,884,889,03/23/2025 05:40:11 AM,0,03/23/2025 03:07:08 PM,ONVIEW,-,OFFICER_GENERATED
2024000127053,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - OTHER ESCORT,TRAFFIC - TRAFFIC CONTROL (SPECIAL EVENTS),05/10/2024 01:05:38 PM,05/10/2024 01:05:38 PM,WEST,MARY,M2,,,,SPD,2024000127053T2,05/10/2024 01:05:38 PM,,,,,05/10/2024 01:05:38 PM,05/10/2024 01:05:38 PM,,,05/10/2024 07:47:12 PM,,,24094,24094,,,,,0,0,0,0,05/10/2024 01:05:38 PM,0,05/10/2024 07:47:12 PM,ONVIEW,-,OFFICER_GENERATED
2024000218214,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,DIRECTED PATROL ACTIVITY,08/05/2024 01:58:08 PM,08/05/2024 01:58:08 PM,WEST,KING,K3,,,,SPD,20240002182142G34,08/05/2024 01:58:08 PM,,,,,08/05/2024 02:46:04 PM,08/05/2024 01:58:08 PM,,,08/05/2024 08:02:22 PM,,,19378,13709,,,,,0,2876,0,2876,08/05/2024 02:46:04 PM,0,08/05/2024 05:46:37 PM,ONVIEW,CHINATOWN/INTERNATIONAL DISTRICT,OFFICER_GENERATED
2024000276929,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,09/29/2024 08:53:36 AM,09/29/2024 08:53:36 AM,EAST,CHARLIE,C3,,,,SPD,2024000276929V5242,09/29/2024 08:53:36 AM,,,,,09/29/2024 08:53:36 AM,09/29/2024 08:53:36 AM,,,09/29/2024 04:51:24 PM,,,28668,28668,,,,,0,0,0,0,09/29/2024 08:53:36 AM,0,09/29/2024 04:51:24 PM,ONVIEW,-,OFFICER_GENERATED
2024000303175,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,10/25/2024 03:04:57 PM,10/25/2024 03:04:57 PM,WEST,DAVID,D3,,,,SPD,2024000303175V7237,10/25/2024 03:04:57 PM,,,,,10/25/2024 03:04:57 PM,10/25/2024 03:04:57 PM,,,10/25/2024 06:07:27 PM,,,10950,10950,,,,,0,0,0,0,10/25/2024 03:04:57 PM,0,10/25/2024 06:07:27 PM,ONVIEW,-,OFFICER_GENERATED
2024000360337,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",12/24/2024 11:41:06 AM,12/24/2024 11:41:06 AM,NORTH,JOHN,J2,,,,SPD,2024000360337MTD3,12/24/2024 01:16:39 PM,,,,,12/24/2024 11:41:06 AM,12/24/2024 11:41:06 AM,,,12/24/2024 04:12:29 PM,,,37229,10539,,,,,0,0,5733,5733,12/24/2024 01:16:39 PM,0,12/24/2024 04:12:18 PM,ONVIEW,-,OFFICER_GENERATED
2024000135041,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,05/18/2024 09:21:02 AM,05/18/2024 09:21:02 AM,EAST,EDWARD,E1,,,,SPD,2024000135041V7941,05/18/2024 09:21:02 AM,,,,,05/18/2024 09:21:02 AM,05/18/2024 09:21:02 AM,,,05/18/2024 09:56:10 AM,,,2108,2108,,,,,0,0,0,0,05/18/2024 09:21:02 AM,0,05/18/2024 09:56:10 AM,ONVIEW,-,OFFICER_GENERATED
2024000119277,ASSISTANCE RENDERED,ONVIEW,9,STADIUM EVENT ASSIGNMENT,SUSPICIOUS CIRCUM. - SUSPICIOUS PERSON,05/02/2024 04:02:04 PM,05/02/2024 04:02:04 PM,SOUTH,SAM,S2,,,,SPD,20240001192772S21,05/02/2024 04:02:04 PM,,,,,05/02/2024 04:02:04 PM,05/02/2024 04:02:04 PM,,,05/02/2024 04:02:22 PM,,,18,18,,,,,0,0,0,0,05/02/2024 04:02:04 PM,0,05/02/2024 04:02:22 PM,ONVIEW,-,OFFICER_GENERATED
2024000122796,ASSISTANCE RENDERED,ONVIEW,9,OUT TO PRECINCT/STATION,OUT TO PRECINCT/STATION,05/06/2024 09:05:28 AM,05/06/2024 09:05:28 AM,NORTH,NORA,N3,,,,SPD,20240001227961U1,05/06/2024 09:05:28 AM,,,,,05/06/2024 09:05:28 AM,05/06/2024 09:05:28 AM,,,05/06/2024 09:43:23 AM,,,2275,2275,,,,,0,0,0,0,05/06/2024 09:05:28 AM,0,05/06/2024 09:43:23 AM,ONVIEW,-,OFFICER_GENERATED
2024000308576,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)","ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",10/31/2024 02:05:31 AM,10/31/2024 02:05:31 AM,NORTH,NORA,N3,,,,SPD,20240003085763L09,10/31/2024 02:05:31 AM,,,,,10/31/2024 02:05:31 AM,10/31/2024 02:05:31 AM,,,10/31/2024 03:59:37 AM,,,6846,6846,,,,,0,0,0,0,10/31/2024 02:05:31 AM,0,10/31/2024 03:59:37 AM,ONVIEW,-,OFFICER_GENERATED
2024000304433,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,10/26/2024 09:03:20 PM,10/26/2024 09:03:20 PM,SOUTH,SAM,S2,,,,SPD,2024000304433V5653,10/26/2024 09:03:20 PM,,,,,10/26/2024 09:03:20 PM,10/26/2024 09:03:20 PM,,,10/27/2024 12:01:20 AM,,,10680,10680,,,,,0,0,0,0,10/26/2024 09:03:20 PM,0,10/27/2024 12:01:20 AM,ONVIEW,-,OFFICER_GENERATED
2024000335604,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,11/27/2024 01:14:10 PM,11/27/2024 01:14:10 PM,WEST,DAVID,D2,,,,SPD,2024000335604TRUC5,11/27/2024 01:14:10 PM,,,,,11/27/2024 01:14:10 PM,11/27/2024 01:14:10 PM,,,11/27/2024 06:28:59 PM,,,5120,5120,,,,,0,0,0,0,11/27/2024 01:14:10 PM,0,11/27/2024 06:28:59 PM,ONVIEW,-,OFFICER_GENERATED
2024000214665,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",08/02/2024 07:18:17 AM,08/02/2024 07:40:00 AM,SOUTH,ROBERT,R3,,,,SPD,2024000214665Y78,08/02/2024 10:52:40 AM,,,,,08/02/2024 07:40:00 AM,08/02/2024 07:40:00 AM,,,08/02/2024 09:13:12 PM,,,3189673,37212,,,,,1303,1303,12863,12863,08/02/2024 10:52:40 AM,1303,08/02/2024 09:12:52 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000338600,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIST OTHER AGENCY - CITY AGENCY,12/01/2024 12:44:15 PM,12/01/2024 12:44:15 PM,WEST,MARY,M3,,,,SPD,20240003386002D84,12/01/2024 12:44:15 PM,,,,,12/01/2024 12:44:15 PM,12/01/2024 12:44:15 PM,,,12/01/2024 05:11:51 PM,,,35593,3476,,,,,0,0,0,0,12/01/2024 12:44:15 PM,0,12/01/2024 01:13:13 PM,ONVIEW,-,OFFICER_GENERATED
2024000261009,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,09/13/2024 07:06:11 PM,09/13/2024 07:06:11 PM,SOUTH,ROBERT,R3,,,,SPD,2024000261009992,09/13/2024 07:06:11 PM,,,,,09/13/2024 07:06:11 PM,09/13/2024 07:06:11 PM,,,09/14/2024 12:09:25 AM,,,18194,18194,,,,,0,0,0,0,09/13/2024 07:06:11 PM,0,09/14/2024 12:09:25 AM,ONVIEW,-,OFFICER_GENERATED
2024000155465,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,DIRECTED PATROL ACTIVITY,06/08/2024 09:15:04 AM,06/08/2024 09:15:04 AM,WEST,KING,K3,,,,SPD,20240001554651K3,06/08/2024 09:15:04 AM,,,,,06/08/2024 09:15:04 AM,06/08/2024 09:15:04 AM,,,06/08/2024 11:41:33 AM,,,17578,17578,,,,,0,0,0,0,06/08/2024 09:15:04 AM,0,06/08/2024 11:41:33 AM,ONVIEW,-,OFFICER_GENERATED
2024000365513,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)","ASSIGNED DUTY - STATION DUTY (CLERK,MAIL,ETC)",12/30/2024 07:28:19 PM,12/30/2024 07:28:19 PM,NORTH,NORA,N3,,,,SPD,20240003655133L09,12/30/2024 07:28:19 PM,,,,,12/30/2024 07:28:19 PM,12/30/2024 07:28:19 PM,,,12/30/2024 07:45:21 PM,,,1022,1022,,,,,0,0,0,0,12/30/2024 07:28:19 PM,0,12/30/2024 07:45:21 PM,ONVIEW,-,OFFICER_GENERATED
2024000204951,ASSISTANCE RENDERED,ONVIEW,9,STADIUM EVENT ASSIGNMENT,TRAFFIC - TRAFFIC CONTROL (SPECIAL EVENTS),07/24/2024 10:15:26 AM,07/24/2024 10:15:26 AM,WEST,KING,K2,,,,SPD,2024000204951T1,07/24/2024 10:15:26 AM,,,,,07/24/2024 10:15:26 AM,07/24/2024 10:15:26 AM,,,07/24/2024 06:17:39 PM,,,28933,28933,,,,,0,0,0,0,07/24/2024 10:15:26 AM,0,07/24/2024 06:17:39 PM,ONVIEW,-,OFFICER_GENERATED
2024000208515,ASSISTANCE RENDERED,"TELEPHONE OTHER, NOT 911",9,PREPLANNED EVENT,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",07/27/2024 12:17:44 PM,07/27/2024 12:50:04 PM,WEST,QUEEN,Q3,,,,SPD,202400020851518I,07/27/2024 03:40:55 PM,,,,,07/27/2024 12:50:04 PM,07/27/2024 12:50:04 PM,,,07/27/2024 07:15:44 PM,,,883449,12889,,,,,1940,1940,12191,12191,07/27/2024 03:40:55 PM,1940,07/27/2024 07:15:44 PM,DISPATCH,-,COMMUNITY_GENERATED
2024000329621,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,ASSIGNED DUTY - DETAIL BY SUPERVISOR,11/21/2024 11:25:54 AM,11/21/2024 11:25:54 AM,EAST,EDWARD,E2,,,,SPD,20240003296211G33,11/21/2024 11:25:54 AM,,,,,11/21/2024 11:25:54 AM,11/21/2024 11:25:54 AM,,,11/21/2024 01:34:52 PM,,,7738,7738,,,,,0,0,0,0,11/21/2024 11:25:54 AM,0,11/21/2024 01:34:52 PM,ONVIEW,-,OFFICER_GENERATED
2024000302127,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - SEATTLE CENTER EVENT,ASSIGNED DUTY - SEATTLE CENTER EVENT,10/24/2024 03:28:07 PM,10/24/2024 03:28:07 PM,WEST,QUEEN,Q3,,,,SPD,2024000302127T42,10/24/2024 03:28:07 PM,,,,,10/24/2024 03:28:07 PM,10/24/2024 03:28:07 PM,,,10/24/2024 11:53:28 PM,,,30321,30321,,,,,0,0,0,0,10/24/2024 03:28:07 PM,0,10/24/2024 11:53:28 PM,ONVIEW,-,OFFICER_GENERATED
2024000251067,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",09/04/2024 05:54:09 PM,09/04/2024 05:54:09 PM,EAST,CHARLIE,C3,,,,SPD,2024000251067CAR24,09/04/2024 05:54:09 PM,,,,,09/04/2024 05:54:09 PM,09/04/2024 05:54:09 PM,,,09/04/2024 07:59:54 PM,,,20911,7545,,,,,0,0,0,0,09/04/2024 05:54:09 PM,0,09/04/2024 07:59:54 PM,ONVIEW,-,OFFICER_GENERATED
2024000254129,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT","ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",09/07/2024 10:17:28 AM,09/07/2024 10:17:28 AM,EAST,GEORGE,G3,,,,SPD,2024000254129672,09/07/2024 10:17:28 AM,,,,,09/07/2024 10:17:28 AM,09/07/2024 10:17:28 AM,,,09/07/2024 04:08:31 PM,,,21063,21063,,,,,0,0,0,0,09/07/2024 10:17:28 AM,0,09/07/2024 04:08:31 PM,ONVIEW,-,OFFICER_GENERATED
2024000258979,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - HOSPITAL GUARD,ASSIGNED DUTY - HOSPITAL GUARD,09/11/2024 11:05:23 PM,09/11/2024 11:05:23 PM,EAST,GEORGE,G1,,,,SPD,20240002589791F91,09/12/2024 07:46:10 AM,,,,,09/11/2024 11:05:23 PM,09/11/2024 11:05:23 PM,,,09/12/2024 12:46:45 PM,,,60132,10402,,,,,0,0,31247,32164,09/12/2024 08:01:27 AM,0,09/12/2024 10:39:47 AM,ONVIEW,-,OFFICER_GENERATED
2024000273196,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",PREMISE CHECKS - CRIME PREVENTION,09/25/2024 03:30:32 PM,09/25/2024 03:30:32 PM,EAST,EDWARD,E1,,,,SPD,2024000273196CP5,09/25/2024 03:30:32 PM,,,,,09/25/2024 03:30:32 PM,09/25/2024 03:30:32 PM,,,09/25/2024 05:06:32 PM,,,5760,5760,,,,,0,0,0,0,09/25/2024 03:30:32 PM,0,09/25/2024 05:06:32 PM,ONVIEW,-,OFFICER_GENERATED
2024000323091,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - DETAIL BY SUPERVISOR,DIRECTED PATROL ACTIVITY,11/14/2024 07:54:45 PM,11/14/2024 07:54:45 PM,WEST,KING,K3,,,,SPD,20240003230913E11,11/14/2024 07:54:45 PM,,,,,11/14/2024 07:54:45 PM,11/14/2024 07:54:45 PM,,,11/14/2024 09:12:06 PM,,,9282,9282,,,,,0,0,0,0,11/14/2024 07:54:45 PM,0,11/14/2024 09:12:06 PM,ONVIEW,-,OFFICER_GENERATED
2024000307811,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,10/30/2024 09:20:36 AM,10/30/2024 09:20:36 AM,SOUTHWEST,FRANK,F3,,,,SPD,2024000307811V5653,10/30/2024 09:20:36 AM,,,,,10/30/2024 09:20:36 AM,10/30/2024 09:20:36 AM,,,10/30/2024 04:00:44 PM,,,24008,24008,,,,,0,0,0,0,10/30/2024 09:20:36 AM,0,10/30/2024 04:00:44 PM,ONVIEW,-,OFFICER_GENERATED
2024000307854,ASSISTANCE RENDERED,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",ASSIST PUBLIC - OTHER (NON-SPECIFIED),10/30/2024 10:02:19 AM,10/30/2024 10:02:19 AM,EAST,GEORGE,G1,,,,SPD,2024000307854232,10/30/2024 10:02:19 AM,,,,,10/30/2024 10:02:19 AM,10/30/2024 10:02:19 AM,,,10/30/2024 02:18:46 PM,,,15387,15387,,,,,0,0,0,0,10/30/2024 10:02:19 AM,0,10/30/2024 02:18:46 PM,ONVIEW,-,OFFICER_GENERATED
2024000366107,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),ASSIGNED DUTY - FOOT BEAT (FROM ASSIGNED CAR),12/31/2024 01:09:03 PM,12/31/2024 01:09:04 PM,WEST,DAVID,D1,,,,SPD,20240003661072D,12/31/2024 01:13:09 PM,,,,,12/31/2024 01:09:04 PM,12/31/2024 01:09:04 PM,,,12/31/2024 01:20:24 PM,,,1829,434,,,,,1,1,246,246,12/31/2024 01:13:09 PM,1,12/31/2024 01:20:23 PM,ONVIEW,BELLTOWN,OFFICER_GENERATED
2025000014527,NO POLICE ACTION POSSIBLE OR NECESSARY,ONVIEW,9,"ASSIGNED DUTY - COMMUNITY,SCHOOL,SPECIAL EVENT",PREMISE CHECKS - BUSINESS CHECK,01/16/2025 10:53:19 AM,01/16/2025 10:53:19 AM,EAST,EDWARD,E3,,,,SPD,2025000014527CSO23,01/16/2025 10:53:19 AM,,,,,01/16/2025 10:53:19 AM,01/16/2025 10:53:19 AM,,,01/16/2025 12:01:31 PM,,,4092,4092,,,,,0,0,0,0,01/16/2025 10:53:19 AM,0,01/16/2025 12:01:31 PM,ONVIEW,-,OFFICER_GENERATED
2025000020003,ASSISTANCE RENDERED,ONVIEW,9,OFF DUTY EMPLOYMENT,OFF DUTY EMPLOYMENT,01/22/2025 07:40:37 AM,01/22/2025 07:40:37 AM,EAST,EDWARD,E2,,,,SPD,2025000020003V9715,01/22/2025 07:40:37 AM,,,,,01/22/2025 07:40:37 AM,01/22/2025 07:40:37 AM,,,01/22/2025 03:39:18 PM,,,28721,28721,,,,,0,0,0,0,01/22/2025 07:40:37 AM,0,01/22/2025 03:39:18 PM,ONVIEW,-,OFFICER_GENERATED
2025000020593,ASSISTANCE RENDERED,ONVIEW,9,ASSIGNED DUTY - MEET W/ SUPERVISOR (OUT OF SVC),ASSIGNED DUTY - MEET W/ SUPERVISOR (OUT OF SVC),01/22/2025 06:58:27 PM,01/22/2025 06:58:27 PM,UNKNOWN,,WS,,,,SPD,20250000205933F22,01/22/2025 06:58:27 PM,,,,,01/22/2025 06:58:27 PM,01/22/2025 06:58:27 PM,,,01/22/2025 07:54:20 PM,,,3353,3353,,,,,0,0,0,0,01/22/2025 06:58:27 PM,0,01/22/2025 07:54:20 PM,ONVIEW,-,OFFICER_GENERATED
